repository,pr_title,pr_url
picnicsupermarket/error-prone-support,Upgrade Micrometer 1.13.6 -> 1.14.0,https://github.com/PicnicSupermarket/error-prone-support/pull/1415
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.7.17 -> 2.7.18,https://github.com/PicnicSupermarket/error-prone-support/pull/895
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.7.13 -> 2.7.14,https://github.com/PicnicSupermarket/error-prone-support/pull/726
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.7.18 -> 3.2.2,https://github.com/PicnicSupermarket/error-prone-support/pull/680
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.7.9 -> 2.7.10,https://github.com/PicnicSupermarket/error-prone-support/pull/549
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.5.6 -> 2.5.14,https://github.com/PicnicSupermarket/error-prone-support/pull/134
picnicsupermarket/error-prone-support,Upgrade Spring Boot 2.5.14 -> 2.7.1,https://github.com/PicnicSupermarket/error-prone-support/pull/81
apache/doris,[Fix](ranger)Resolving JSR 311 conflicts (#37575),https://github.com/apache/doris/pull/38109
apache/doris,[Fix](ranger)Resolving JSR 311 conflicts,https://github.com/apache/doris/pull/37575
apache/doris,[bug](compile) fix fe compile error,https://github.com/apache/doris/pull/19946
apache/doris,[Bug](web) fix web of frontend meet error,https://github.com/apache/doris/pull/19279
apache/doris,[Fix](fe)Upgrade hive-catalog-shade version to 1.0.3,https://github.com/apache/doris/pull/18690
apache/doris,[fix][chore](insert)(fe) Fix analysis error of insert stmt and modify grpc-netty dependency,https://github.com/apache/doris/pull/8265
open-feature/java-sdk,fix(deps): Spot bug scope change,https://github.com/open-feature/java-sdk/pull/173
alldatacenter/alldata,修复 #587 问题 版本,https://github.com/alldatacenter/alldata/pull/595
googlecloudplatform/cloud-code-samples,fix(deps): update dependency org.springframework.boot:spring-boot-starter-parent to v2.7.18,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/1314
googlecloudplatform/cloud-code-samples,fix(deps): update dependency org.springframework.boot:spring-boot-starter-parent to v2.7.15,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/1272
googlecloudplatform/cloud-code-samples,fix(deps): update dependency org.springframework.boot:spring-boot-starter-parent to v2.6.6,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/993
googlecloudplatform/cloud-code-samples,chore(deps): update dependency org.springframework.boot:spring-boot-starter-parent to v2.5.2,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/748
googlecloudplatform/cloud-code-samples,Update dependency org.springframework.boot:spring-boot-starter-parent to v2.3.1.RELEASE,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/349
googlecloudplatform/cloud-code-samples,Update dependency org.springframework.boot:spring-boot-starter-parent to v2.3.0.RELEASE,https://github.com/GoogleCloudPlatform/cloud-code-samples/pull/323
sap/cloud-security-services-integration-library,Update json troubleshooting,https://github.com/SAP/cloud-security-services-integration-library/pull/302
eclipse-sw360/sw360,fix(licenseinfo): Exclude old commons-lang3 dependencies,https://github.com/eclipse-sw360/sw360/pull/459
apache/linkis,Dispose of sqoop engine startup failure due to dependency library conflict,https://github.com/apache/linkis/pull/2356
apache/linkis,use spring-boot-starter-jetty,https://github.com/apache/linkis/pull/1660
eclipse-windowbuilder/windowbuilder,Use Require-Bundle header for Draw2D/GEF to specifiy lower bounds,https://github.com/eclipse-windowbuilder/windowbuilder/pull/762
langchain4j/langchain4j,refactor-poms,https://github.com/langchain4j/langchain4j/pull/2723
langchain4j/langchain4j,re #1506 Enable Maven enforcer plugin and fix dependency conflict introduced by `okhttp` dependency in 19 modules.,https://github.com/langchain4j/langchain4j/pull/1645
langchain4j/langchain4j,re #1506 Enabling Maven (version) enforcer plugin in `LangChain4j :: Integration :: OpenAI` module.,https://github.com/langchain4j/langchain4j/pull/1508
langchain4j/langchain4j,re #1506 Enabling Maven (version) enforcer plugin in modules with no version conflicts,https://github.com/langchain4j/langchain4j/pull/1507
NetEase/amoro,[AMORO-2560]Filformat ORC support roll new file for mixed_format,https://github.com/apache/amoro/pull/2561
NetEase/amoro,"[optimizer]For flinkcontainer optimizer, When making a connection via ams in high availability mode, NoSuchMethodError is encountered",https://github.com/apache/amoro/pull/1612
apache/incubator-paimon,[test] Exclude orc dependency to avoid test fails in IDEA,https://github.com/apache/paimon/pull/3588
apache/seatunnel,[hotfix][flink-1.13] fix flink example NPE & NoSuchMethodError,https://github.com/apache/seatunnel/pull/2589
apache/seatunnel,Feature: add spark sink hbase plugin,https://github.com/apache/seatunnel/pull/592
StarRocks/starrocks,[BugFix] downgrade jetty to 9.x for hadoop-azure,https://github.com/StarRocks/starrocks/pull/57898
StarRocks/starrocks,[Enhancement] Support Iceberg rest catalog with vended credential disabled,https://github.com/StarRocks/starrocks/pull/49141
apache/incubator-kie-kogito-apps,KOGITO-5258 Share OUIA tools across kogito-apps ui-packages,https://github.com/apache/incubator-kie-kogito-apps/pull/865
apache/incubator-seata-samples,fix: fix seata-spring-boot-starter conflict in pom.xml,https://github.com/apache/incubator-seata-samples/pull/680
apache/incubator-seata-samples, fix java.lang.NoSuchMethodError: org.springframework.http.MediaType,https://github.com/apache/incubator-seata-samples/pull/173
apache/incubator-seata-samples, fix java.lang.NoSuchMethodError: org.springframework.http.MediaType,https://github.com/apache/incubator-seata-samples/pull/171
slackhq/astra,Bump Armeria version,https://github.com/slackhq/astra/pull/333
slackhq/astra,Bump error prone version,https://github.com/slackhq/astra/pull/228
apache/flink-cdc,[FLINK-36858][pipeline-connector][kafka] Fix compatibility with Flink 1.20 JsonRowDataSerializationSchema,https://github.com/apache/flink-cdc/pull/3784
apache/flink-cdc,[oceanbase] shade apache commons package,https://github.com/apache/flink-cdc/pull/1532
apache/incubator-amoro,[AMORO-2560]Filformat ORC support roll new file for mixed_format,https://github.com/apache/amoro/pull/2561
apache/incubator-amoro,"[optimizer]For flinkcontainer optimizer, When making a connection via ams in high availability mode, NoSuchMethodError is encountered",https://github.com/apache/amoro/pull/1612
apache/amoro,[AMORO-2560]Filformat ORC support roll new file for mixed_format,https://github.com/apache/amoro/pull/2561
apache/amoro,"[optimizer]For flinkcontainer optimizer, When making a connection via ams in high availability mode, NoSuchMethodError is encountered",https://github.com/apache/amoro/pull/1612
apache/paimon,[test] Exclude orc dependency to avoid test fails in IDEA,https://github.com/apache/paimon/pull/3588
eclipse-hawkbit/hawkbit,use vaadin-version placeholder in case of hard-coded vaadin version,https://github.com/eclipse-hawkbit/hawkbit/pull/158
apache/uniffle,[#1567] fix(spark): Let Spark use its own NettyUtils,https://github.com/apache/uniffle/pull/1565
TuxCoding/FastLogin,Added latest Guava and SLF4J compatibility,https://github.com/TuxCoding/FastLogin/pull/659
hiero-ledger/hiero-mirror-node,Fix NoSuchMethodError during hcs-perf-subscribe-test ,https://github.com/hiero-ledger/hiero-mirror-node/pull/1252
hiero-ledger/hiero-mirror-node,Fix NoSuchMethodError parsing HCS transactions,https://github.com/hiero-ledger/hiero-mirror-node/pull/460
